

   ___                              _    
(icmp) Target 10.208.202.11   is alive
(icmp) Target 10.208.255.122  is alive
(icmp) Target 10.208.255.25   is alive
(icmp) Target 10.208.255.134  is alive
(icmp) Target 10.208.203.70   is alive
(icmp) Target 10.208.255.218  is alive
(icmp) Target 10.208.255.65   is alive
(icmp) Target 10.208.208.189  is alive
(icmp) Target 10.208.202.70   is alive
(icmp) Target 10.208.208.8    is alive
(icmp) Target 10.208.202.39   is alive
(icmp) Target 10.208.255.146  is alive
(icmp) Target 10.208.208.186  is alive
(icmp) Target 10.208.208.29   is alive
(icmp) Target 10.208.202.63   is alive
(icmp) Target 10.208.202.105  is alive
(icmp) Target 10.208.202.118  is alive
(icmp) Target 10.208.203.85   is alive
(icmp) Target 10.208.202.36   is alive
(icmp) Target 10.208.202.210  is alive
(icmp) Target 10.208.202.21   is alive
(icmp) Target 10.208.203.140  is alive
(icmp) Target 10.208.202.49   is alive
(icmp) Target 10.208.202.158  is alive
(icmp) Target 10.208.203.96   is alive
(icmp) Target 10.208.203.101  is alive
(icmp) Target 10.208.208.219  is alive
(icmp) Target 10.208.255.97   is alive
(icmp) Target 10.208.202.187  is alive
(icmp) Target 10.208.255.101  is alive
(icmp) Target 10.208.203.45   is alive
(icmp) Target 10.208.255.105  is alive
(icmp) Target 10.208.255.109  is alive
(icmp) Target 10.208.208.127  is alive
(icmp) Target 10.208.255.113  is alive
(icmp) Target 10.208.202.193  is alive
(icmp) Target 10.208.203.115  is alive
(icmp) Target 10.208.202.89   is alive
(icmp) Target 10.208.202.140  is alive
(icmp) Target 10.208.203.116  is alive
(icmp) Target 10.208.203.98   is alive
(icmp) Target 10.208.203.47   is alive
(icmp) Target 10.208.203.123  is alive
(icmp) Target 10.208.203.122  is alive
(icmp) Target 10.208.202.215  is alive
(icmp) Target 10.208.255.117  is alive
(icmp) Target 10.208.255.121  is alive
(icmp) Target 10.208.255.125  is alive
(icmp) Target 10.208.202.92   is alive
(icmp) Target 10.208.202.147  is alive
(icmp) Target 10.208.202.164  is alive
(icmp) Target 10.208.255.129  is alive
(icmp) Target 10.208.202.165  is alive
(icmp) Target 10.208.255.133  is alive
(icmp) Target 10.208.208.2    is alive
(icmp) Target 10.208.255.137  is alive
(icmp) Target 10.208.255.141  is alive
(icmp) Target 10.208.255.145  is alive
(icmp) Target 10.208.255.157  is alive
(icmp) Target 10.208.255.169  is alive
(icmp) Target 10.208.203.5    is alive
(icmp) Target 10.208.255.173  is alive
(icmp) Target 10.208.255.177  is alive
(icmp) Target 10.208.255.181  is alive
(icmp) Target 10.208.255.185  is alive
(icmp) Target 10.208.255.189  is alive
(icmp) Target 10.208.255.193  is alive
(icmp) Target 10.208.255.197  is alive
(icmp) Target 10.208.255.201  is alive
(icmp) Target 10.208.255.209  is alive
(icmp) Target 10.208.202.148  is alive
(icmp) Target 10.208.255.217  is alive
(icmp) Target 10.208.255.221  is alive
(icmp) Target 10.208.255.225  is alive
(icmp) Target 10.208.208.188  is alive
(icmp) Target 10.208.208.39   is alive
(icmp) Target 10.208.203.104  is alive
(icmp) Target 10.208.202.78   is alive
(icmp) Target 10.208.203.137  is alive
(icmp) Target 10.208.208.107  is alive
(icmp) Target 10.208.203.95   is alive
(icmp) Target 10.208.202.115  is alive
(icmp) Target 10.208.202.87   is alive
(icmp) Target 10.208.208.124  is alive
(icmp) Target 10.208.208.86   is alive
(icmp) Target 10.208.203.64   is alive
(icmp) Target 10.208.208.18   is alive
(icmp) Target 10.208.208.210  is alive
(icmp) Target 10.208.208.4    is alive
(icmp) Target 10.208.202.86   is alive
(icmp) Target 10.208.203.62   is alive
(icmp) Target 10.208.208.111  is alive
(icmp) Target 10.208.209.154  is alive
(icmp) Target 10.208.203.65   is alive
(icmp) Target 10.208.202.127  is alive
(icmp) Target 10.208.202.243  is alive
(icmp) Target 10.208.202.82   is alive
(icmp) Target 10.208.202.9    is alive
(icmp) Target 10.208.203.17   is alive
(icmp) Target 10.208.202.224  is alive
(icmp) Target 10.208.203.46   is alive
(icmp) Target 10.208.202.190  is alive
(icmp) Target 10.208.209.40   is alive
(icmp) Target 10.208.202.159  is alive
(icmp) Target 10.208.202.12   is alive
(icmp) Target 10.208.202.208  is alive
(icmp) Target 10.208.203.26   is alive
(icmp) Target 10.208.202.166  is alive
(icmp) Target 10.208.202.124  is alive
(icmp) Target 10.208.202.229  is alive
(icmp) Target 10.208.202.122  is alive
(icmp) Target 10.208.202.167  is alive
(icmp) Target 10.208.202.46   is alive
(icmp) Target 10.208.202.120  is alive
(icmp) Target 10.208.203.114  is alive
(icmp) Target 10.208.203.68   is alive
(icmp) Target 10.208.208.231  is alive
(icmp) Target 10.208.208.26   is alive
(icmp) Target 10.208.203.97   is alive
(icmp) Target 10.208.208.209  is alive
(icmp) Target 10.208.208.68   is alive
(icmp) Target 10.208.208.233  is alive
(icmp) Target 10.208.208.153  is alive
(icmp) Target 10.208.208.171  is alive
(icmp) Target 10.208.203.79   is alive
(icmp) Target 10.208.209.93   is alive
(icmp) Target 10.208.209.103  is alive
(icmp) Target 10.208.208.217  is alive
(icmp) Target 10.208.208.216  is alive
(icmp) Target 10.208.202.94   is alive
(icmp) Target 10.208.203.144  is alive
(icmp) Target 10.208.203.34   is alive
(icmp) Target 10.208.208.118  is alive
(icmp) Target 10.208.203.42   is alive
(icmp) Target 10.208.208.194  is alive
(icmp) Target 10.208.202.200  is alive
(icmp) Target 10.208.203.37   is alive
(icmp) Target 10.208.202.106  is alive
(icmp) Target 10.208.202.57   is alive
(icmp) Target 10.208.202.133  is alive
(icmp) Target 10.208.202.218  is alive
(icmp) Target 10.208.203.132  is alive
(icmp) Target 10.208.203.44   is alive
(icmp) Target 10.208.203.82   is alive
(icmp) Target 10.208.208.87   is alive
(icmp) Target 10.208.208.239  is alive
(icmp) Target 10.208.202.195  is alive
(icmp) Target 10.208.208.148  is alive
(icmp) Target 10.208.208.24   is alive
(icmp) Target 10.208.203.19   is alive
(icmp) Target 10.208.208.182  is alive
(icmp) Target 10.208.208.7    is alive
(icmp) Target 10.208.202.178  is alive
(icmp) Target 10.208.209.101  is alive
(icmp) Target 10.208.202.52   is alive
(icmp) Target 10.208.202.13   is alive
(icmp) Target 10.208.203.54   is alive
(icmp) Target 10.208.202.48   is alive
(icmp) Target 10.208.202.192  is alive
(icmp) Target 10.208.208.161  is alive
(icmp) Target 10.208.203.57   is alive
(icmp) Target 10.208.202.51   is alive
(icmp) Target 10.208.203.1    is alive
(icmp) Target 10.208.202.84   is alive
(icmp) Target 10.208.202.239  is alive
(icmp) Target 10.208.203.108  is alive
(icmp) Target 10.208.203.129  is alive
(icmp) Target 10.208.202.251  is alive
(icmp) Target 10.208.202.110  is alive
(icmp) Target 10.208.208.115  is alive
(icmp) Target 10.208.202.157  is alive
(icmp) Target 10.208.202.174  is alive
(icmp) Target 10.208.202.64   is alive
(icmp) Target 10.208.202.204  is alive
(icmp) Target 10.208.211.6    is alive
(icmp) Target 10.208.203.40   is alive
(icmp) Target 10.208.203.0    is alive
(icmp) Target 10.208.202.236  is alive
(icmp) Target 10.208.203.90   is alive
(icmp) Target 10.208.202.160  is alive
(icmp) Target 10.208.202.55   is alive
(icmp) Target 10.208.202.237  is alive
(icmp) Target 10.208.202.242  is alive
(icmp) Target 10.208.202.135  is alive
(icmp) Target 10.208.202.61   is alive
(icmp) Target 10.208.203.136  is alive
(icmp) Target 10.208.203.32   is alive
(icmp) Target 10.208.202.2    is alive
(icmp) Target 10.208.202.67   is alive
(icmp) Target 10.208.203.99   is alive
(icmp) Target 10.208.209.71   is alive
(icmp) Target 10.208.202.162  is alive
(icmp) Target 10.208.202.253  is alive
(icmp) Target 10.208.203.56   is alive
(icmp) Target 10.208.208.36   is alive
(icmp) Target 10.208.203.30   is alive
(icmp) Target 10.208.202.66   is alive
(icmp) Target 10.208.202.32   is alive
(icmp) Target 10.208.206.28   is alive
(icmp) Target 10.208.202.24   is alive
(icmp) Target 10.208.208.12   is alive
(icmp) Target 10.208.202.219  is alive
(icmp) Target 10.208.203.100  is alive
(icmp) Target 10.208.202.185  is alive
(icmp) Target 10.208.202.246  is alive
(icmp) Target 10.208.202.201  is alive
(icmp) Target 10.208.202.138  is alive
(icmp) Target 10.208.203.8    is alive
(icmp) Target 10.208.209.36   is alive
(icmp) Target 10.208.197.30   is alive
[*] LiveTop 10.208.0.0/16    段存活数量为: 902
[*] LiveTop 10.208.202.0/24  段存活数量为: 168
[*] LiveTop 10.208.208.0/24  段存活数量为: 94
[*] LiveTop 10.208.203.0/24  段存活数量为: 87
[*] LiveTop 10.208.93.0/24   段存活数量为: 85
[*] LiveTop 10.208.255.0/24  段存活数量为: 74
[*] LiveTop 10.208.210.0/24  段存活数量为: 62
[*] LiveTop 10.208.209.0/24  段存活数量为: 46
[*] LiveTop 10.208.197.0/24  段存活数量为: 27
[*] LiveTop 10.208.192.0/24  段存活数量为: 26
[*] Icmp alive hosts len is: 902
[*] LiveTop 10.208.196.0/24  段存活数量为: 26
10.208.93.159:7 open
10.208.93.159:9 open
10.208.93.159:13 open
10.208.93.159:17 open
10.208.93.159:19 open
10.208.13.11:21 open
10.208.93.156:21 open
10.208.93.200:21 open
10.208.93.198:21 open
10.208.255.2:21 open
10.208.255.4:21 open
10.208.255.3:21 open
10.208.255.6:21 open
10.208.255.5:21 open
10.208.255.198:21 open
10.208.18.218:22 open
10.208.18.201:22 open
10.208.13.11:25 open
10.208.93.159:42 open
10.208.1.249:53 open
10.208.202.170:53 open
10.208.255.2:53 open
10.208.255.3:53 open
10.208.255.4:53 open
10.208.255.5:53 open
10.208.255.6:53 open
10.208.202.116:53 open
10.208.1.249:80 open
10.208.2.64:80 open
10.208.1.250:80 open
10.208.1.1:80 open
10.208.2.145:80 open
10.208.4.133:80 open
10.208.5.1:80 open
10.208.4.132:80 open
10.208.5.2:80 open
10.208.8.156:80 open
10.208.8.114:80 open
10.208.9.149:80 open
10.208.9.151:80 open
10.208.9.150:80 open
10.208.13.11:80 open
10.208.14.219:80 open
10.208.18.4:80 open
10.208.18.2:80 open
10.208.18.5:80 open
10.208.18.3:80 open
10.208.6.1:80 open
10.208.21.5:80 open
10.208.21.6:80 open
10.208.21.2:80 open
10.208.20.3:80 open
10.208.20.4:80 open
10.208.22.2:80 open
10.208.22.22:80 open
10.208.20.1:80 open
10.208.20.2:80 open
10.208.22.18:80 open
10.208.22.19:80 open
10.208.22.21:80 open
10.208.22.20:80 open
10.208.22.210:80 open
10.208.22.56:80 open
10.208.22.51:80 open
10.208.22.52:80 open
10.208.22.53:80 open
10.208.22.50:80 open
10.208.22.54:80 open
10.208.22.58:80 open
10.208.22.55:80 open
10.208.22.212:80 open
10.208.22.57:80 open
10.208.22.59:80 open
10.208.22.211:80 open
10.208.22.213:80 open
10.208.22.214:80 open
10.208.93.2:80 open
10.208.22.178:80 open
10.208.22.179:80 open
10.208.22.180:80 open
10.208.93.3:80 open
10.208.93.11:80 open
10.208.93.6:80 open
10.208.93.5:80 open
10.208.93.4:80 open
10.208.93.17:80 open
10.208.93.15:80 open
10.208.93.14:80 open
10.208.93.65:80 open
10.208.93.13:80 open
10.208.93.21:80 open
10.208.93.22:80 open
10.208.93.23:80 open
10.208.93.35:80 open
10.208.93.126:80 open
10.208.93.31:80 open
10.208.93.24:80 open
10.208.93.106:80 open
10.208.93.32:80 open
10.208.93.34:80 open
10.208.93.45:80 open
10.208.93.41:80 open
10.208.9.249:80 open
10.208.93.42:80 open
10.208.93.44:80 open
10.208.93.43:80 open
10.208.93.51:80 open
10.208.93.52:80 open
10.208.93.62:80 open
10.208.93.61:80 open
10.208.9.219:80 open
10.208.9.158:80 open
10.208.9.197:80 open
10.208.93.63:80 open
10.208.93.71:80 open
10.208.9.242:80 open
10.208.93.72:80 open
10.208.93.73:80 open
10.208.93.155:80 open
10.208.93.74:80 open
10.208.93.192:80 open
10.208.93.82:80 open
10.208.93.158:80 open
10.208.93.81:80 open
10.208.93.83:80 open
10.208.93.201:80 open
10.208.93.88:80 open
10.208.93.85:80 open
10.208.93.84:80 open
10.208.93.89:80 open
10.208.93.91:80 open
10.208.93.232:80 open
10.208.93.90:80 open
10.208.93.87:80 open
10.208.93.95:80 open
10.208.93.159:80 open
10.208.93.92:80 open
10.208.93.86:80 open
10.208.93.198:80 open
10.208.93.36:80 open
10.208.93.102:80 open
10.208.93.200:80 open
10.208.192.4:80 open
10.208.93.249:80 open
10.208.93.153:80 open
10.208.93.98:80 open
10.208.93.173:80 open
10.208.93.97:80 open
10.208.192.136:80 open
10.208.192.200:80 open
10.208.192.240:80 open
10.208.93.1:80 open
10.208.193.135:80 open
10.208.193.144:80 open
10.208.93.67:80 open
10.208.93.218:80 open
10.208.193.151:80 open
10.208.193.150:80 open
10.208.93.219:80 open
10.208.93.207:80 open
10.208.194.47:80 open
10.208.195.82:80 open
10.208.195.92:80 open
10.208.193.157:80 open
10.208.93.231:80 open
10.208.195.55:80 open
10.208.195.51:80 open
10.208.195.52:80 open
10.208.195.56:80 open
10.208.195.60:80 open
10.208.195.61:80 open
10.208.196.2:80 open
10.208.195.62:80 open
10.208.195.58:80 open
10.208.196.5:80 open
10.208.196.8:80 open
10.208.196.11:80 open
10.208.196.4:80 open
10.208.196.15:80 open
10.208.196.7:80 open
10.208.196.12:80 open
10.208.196.10:80 open
10.208.196.9:80 open
10.208.196.13:80 open
10.208.196.16:80 open
10.208.196.17:80 open
10.208.196.14:80 open
10.208.196.130:80 open
10.208.93.217:80 open
10.208.196.133:80 open
10.208.196.136:80 open
10.208.196.138:80 open
10.208.196.134:80 open
10.208.197.5:80 open
10.208.197.6:80 open
10.208.197.13:80 open
10.208.197.11:80 open
10.208.197.9:80 open
10.208.197.3:80 open
10.208.197.4:80 open
10.208.197.16:80 open
10.208.197.10:80 open
10.208.197.14:80 open
10.208.197.12:80 open
10.208.197.7:80 open
10.208.197.15:80 open
10.208.197.31:80 open
10.208.197.17:80 open
10.208.197.131:80 open
10.208.197.137:80 open
10.208.197.133:80 open
10.208.197.138:80 open
10.208.197.144:80 open
10.208.197.140:80 open
10.208.197.147:80 open
10.208.93.220:80 open
10.208.199.5:80 open
10.208.198.65:80 open
10.208.199.3:80 open
10.208.199.4:80 open
10.208.199.2:80 open
10.208.200.3:80 open
10.208.195.74:80 open
10.208.195.75:80 open
10.208.195.64:80 open
10.208.195.72:80 open
10.208.203.141:80 open
10.208.206.29:80 open
10.208.202.19:80 open
10.208.192.83:80 open
10.208.192.79:80 open
10.208.192.77:80 open
10.208.192.82:80 open
10.208.192.84:80 open
10.208.193.51:80 open
10.208.193.115:80 open
10.208.193.153:80 open
10.208.193.117:80 open
10.208.208.20:80 open
10.208.210.11:80 open
10.208.208.1:80 open
10.208.210.35:80 open
10.208.210.4:80 open
10.208.210.34:80 open
10.208.210.37:80 open
10.208.210.38:80 open
10.208.210.36:80 open
10.208.210.51:80 open
10.208.210.46:80 open
10.208.210.48:80 open
10.208.210.17:80 open
10.208.210.14:80 open
10.208.210.5:80 open
10.208.210.9:80 open
10.208.210.53:80 open
10.208.210.49:80 open
10.208.210.41:80 open
10.208.210.52:80 open
10.208.210.19:80 open
10.208.210.59:80 open
10.208.210.50:80 open
10.208.210.6:80 open
10.208.210.55:80 open
10.208.210.61:80 open
10.208.210.16:80 open
10.208.210.45:80 open
10.208.210.69:80 open
10.208.210.31:80 open
10.208.210.43:80 open
10.208.210.28:80 open
10.208.210.32:80 open
10.208.210.33:80 open
10.208.210.56:80 open
10.208.210.47:80 open
10.208.210.42:80 open
10.208.210.44:80 open
10.208.210.1:80 open
10.208.210.39:80 open
10.208.208.240:80 open
10.208.210.60:80 open
10.208.208.30:80 open
10.208.210.29:80 open
10.208.210.58:80 open
10.208.210.10:80 open
10.208.210.40:80 open
10.208.210.54:80 open
10.208.210.241:80 open
10.208.210.243:80 open
10.208.210.242:80 open
10.208.210.57:80 open
10.208.211.200:80 open
10.208.211.5:80 open
10.208.208.17:80 open
10.208.209.28:80 open
10.208.211.1:80 open
10.208.202.235:80 open
10.208.208.22:80 open
10.208.203.77:80 open
10.208.210.7:80 open
10.208.250.24:80 open
10.208.250.19:80 open
10.208.250.13:80 open
10.208.250.18:80 open
10.208.250.7:80 open
10.208.250.14:80 open
10.208.250.12:80 open
10.208.255.26:80 open
10.208.255.1:80 open
10.208.255.9:80 open
10.208.254.145:80 open
10.208.254.144:80 open
10.208.255.80:80 open
10.208.255.106:80 open
10.208.254.143:80 open
10.208.255.202:80 open
10.208.210.3:80 open
10.208.255.18:80 open
10.208.255.226:80 open
10.208.255.130:80 open
10.208.255.25:80 open
10.208.255.65:80 open
10.208.255.97:80 open
10.208.255.101:80 open
10.208.255.105:80 open
10.208.255.109:80 open
10.208.255.113:80 open
10.208.255.117:80 open
10.208.255.121:80 open
10.208.255.125:80 open
10.208.255.129:80 open
10.208.255.133:80 open
10.208.255.137:80 open
10.208.255.141:80 open
10.208.255.145:80 open
10.208.255.157:80 open
10.208.255.169:80 open
10.208.255.173:80 open
10.208.255.177:80 open
10.208.255.181:80 open
10.208.255.185:80 open
10.208.255.189:80 open
10.208.255.193:80 open
10.208.255.197:80 open
10.208.255.201:80 open
10.208.255.209:80 open
10.208.255.217:80 open
10.208.255.221:80 open
10.208.255.225:80 open
10.208.206.28:80 open
10.208.192.135:80 open
10.208.196.132:80 open
10.208.196.131:80 open
10.208.93.173:82 open
10.208.255.10:82 open
10.208.208.13:80 open
10.208.22.2:83 open
10.208.93.173:83 open
10.208.1.250:85 open
10.208.1.249:85 open
10.208.192.148:80 open
10.208.255.10:85 open
10.208.1.250:89 open
10.208.1.249:89 open
10.208.1.250:100 open
10.208.93.162:111 open
10.208.93.160:111 open
10.208.93.163:111 open
10.208.93.161:111 open
10.208.192.240:111 open
10.208.255.5:111 open
10.208.255.6:111 open
10.208.255.3:111 open
10.208.255.4:111 open
10.208.255.2:111 open
10.208.254.145:111 open
10.208.254.144:111 open
10.208.254.143:111 open
10.208.4.132:161 open
10.208.4.133:161 open
10.208.93.173:161 open
10.208.21.5:199 open
10.208.21.6:199 open
10.208.2.145:327 open
10.208.93.173:333 open
10.208.9.151:427 open
10.208.9.150:427 open
10.208.13.11:427 open
10.208.1.249:442 open
10.208.4.133:443 open
10.208.1.250:443 open
10.208.1.249:443 open
10.208.8.114:443 open
10.208.9.149:443 open
10.208.9.151:443 open
10.208.4.132:443 open
10.208.9.150:443 open
10.208.5.1:443 open
10.208.5.2:443 open
10.208.18.2:443 open
10.208.18.4:443 open
10.208.18.3:443 open
10.208.18.5:443 open
10.208.21.6:443 open
10.208.21.5:443 open
10.208.22.2:443 open
10.208.22.22:443 open
10.208.22.212:443 open
10.208.22.210:443 open
10.208.22.211:443 open
10.208.22.213:443 open
10.208.22.214:443 open
10.208.22.178:443 open
